,district,date,new_video,start_frame,end_frame,anomaly
0,下行尾32,429,2021-04-29_19-55-43_003,-1,-1,跑动
1,下行尾32,429,2021-04-29_19-55-43_004,-1,-1,跑动
2,下行尾32,429,2021-04-29_19-55-43_004,-1,-1,跑动
3,下行尾32,429,2021-04-29_19-55-43_005,-1,-1,跑动
4,下行尾32,429,2021-04-29_19-55-43_006,-1,-1,跑动
5,下行尾32,429,2021-04-29_19-55-43_007,-1,-1,跑动
6,下行尾32,429,2021-04-29_19-55-43_045,-1,-1,拖行李车
7,下行尾32,429,2021-04-29_19-55-43_046,-1,-1,拖行李车
8,下行尾32,429,2021-04-29_19-55-43_047,-1,-1,拖行李车
9,下行尾32,429,2021-04-29_19-55-43_062,-1,-1,推婴儿车
10,下行尾32,429,2021-04-29_19-55-43_063,-1,-1,推婴儿车
11,下行尾32,429,2021-04-29_19-55-43_064,-1,-1,推婴儿车
12,下行尾32,429,2021-04-29_19-55-43_067,-1,-1,推婴儿车
13,下行尾32,429,2021-04-29_19-55-43_068,-1,-1,推婴儿车
14,下行尾32,429,2021-04-29_19-55-43_083,-1,-1,跑动
15,下行尾32,429,2021-04-29_19-55-43_084,-1,-1,跑动
16,下行尾32,429,2021-04-29_19-55-43_084,-1,-1,跑动
17,下行尾32,429,2021-04-29_19-55-43_090,-1,-1,推婴儿车
18,下行尾32,429,2021-04-29_19-55-43_106,-1,-1,推婴儿车
19,下行尾32,429,2021-04-29_20-14-02_8637,-1,-1,推婴儿车
20,下行尾32,429,2021-04-29_20-14-02_8638,-1,-1,推婴儿车
21,下行尾32,429,2021-04-29_20-14-02_8639,-1,-1,推婴儿车
22,下行尾32,429,2021-04-29_20-14-02_000,-1,-1,推婴儿车
23,下行尾32,429,2021-04-29_20-14-02_001,-1,-1,推婴儿车
24,下行尾32,429,2021-04-29_20-14-02_013,-1,-1,推婴儿车
25,下行尾32,429,2021-04-29_20-14-02_037,-1,-1,跑动
26,下行尾32,429,2021-04-29_20-14-02_037,-1,-1,跑动
27,下行尾32,429,2021-04-29_20-14-02_037,-1,-1,跑动
28,下行尾32,429,2021-04-29_20-14-02_090,-1,-1,推婴儿车
29,下行尾32,429,2021-04-29_20-14-02_105,-1,-1,推婴儿车
30,下行尾32,429,2021-04-29_20-14-02_106,-1,-1,推婴儿车
31,下行尾32,429,2021-04-29_20-32-21_8639,-1,-1,跑动
32,下行尾32,429,2021-04-29_20-32-21_085,-1,-1,推婴儿车
33,下行尾32,429,2021-04-29_20-50-41_8637,-1,-1,推玩具车
34,下行尾32,429,2021-04-29_20-50-41_008,-1,-1,推轮椅
35,下行尾32,429,2021-04-29_20-50-41_009,-1,-1,推轮椅
36,下行尾32,429,2021-04-29_20-50-41_032,-1,-1,推婴儿车
37,下行尾32,429,2021-04-29_20-50-41_033,-1,-1,推婴儿车
38,下行尾32,429,2021-04-29_20-50-41_105,-1,-1,推婴儿车
39,下行尾32,429,2021-04-29_20-50-41_106,-1,-1,推婴儿车
40,下行尾32,429,2021-04-29_21-08-59_016,-1,-1,推婴儿车
41,下行尾32,429,2021-04-29_21-08-59_017,-1,-1,推婴儿车
42,下行尾32,429,2021-04-29_21-08-59_017,-1,-1,推婴儿车
43,下行尾32,429,2021-04-29_21-08-59_012,-1,-1,推婴儿车
44,下行尾32,429,2021-04-29_21-08-59_018,-1,-1,推婴儿车
45,下行尾32,429,2021-04-29_21-08-59_019,-1,-1,推婴儿车
46,下行尾32,429,2021-04-29_21-08-59_020,-1,-1,推婴儿车
47,下行尾32,429,2021-04-29_21-08-59_056,-1,-1,推婴儿车
48,下行尾32,429,2021-04-29_21-08-59_057,-1,-1,推婴儿车
49,下行尾32,429,2021-04-29_21-08-59_058,-1,-1,推婴儿车
50,下行尾32,429,2021-04-29_21-08-59_056,-1,-1,推婴儿车
51,下行尾32,429,2021-04-29_21-08-59_057,-1,-1,推婴儿车
52,下行尾32,429,2021-04-29_21-08-59_078,-1,-1,推婴儿车
53,下行尾32,429,2021-04-29_21-08-59_098,-1,-1,跑动
54,下行尾32,429,2021-04-29_21-08-59_100,-1,-1,跑动+推婴儿车
55,下行尾32,429,2021-04-29_21-08-59_101,-1,-1,跑动+推婴儿车
56,下行尾32,429,2021-04-29_21-27-18_014,-1,-1,推婴儿车
57,下行尾32,429,2021-04-29_21-27-18_015,-1,-1,推婴儿车
58,下行尾32,429,2021-04-29_21-27-18_016,-1,-1,推婴儿车
59,下行尾32,429,2021-04-29_21-27-18_045,-1,-1,推婴儿车
60,下行尾32,429,2021-04-29_21-27-18_075,-1,-1,跑动
61,下行尾32,429,2021-04-29_21-45-39_010,-1,-1,推婴儿车
62,下行尾32,429,2021-04-29_21-45-39_052,-1,-1,跑动
63,下行尾32,429,2021-04-29_21-45-39_412,-1,-1,跑动
64,下行尾32,429,2021-04-29_21-45-39_076,-1,-1,跑动
65,下行尾32,429,2021-04-29_21-45-39_076,-1,-1,跑动
66,下行尾32,429,2021-04-29_22-03-59_008,-1,-1,跑动
67,下行尾32,429,2021-04-29_22-03-59_015,-1,-1,推婴儿车
68,下行尾32,429,2021-04-29_22-03-59_016,-1,-1,推婴儿车
69,下行尾32,429,2021-04-29_22-03-59_017,-1,-1,推婴儿车
70,下行尾32,429,2021-04-29_22-03-59_018,-1,-1,推婴儿车
71,下行尾32,429,2021-04-29_22-03-59_050,-1,-1,跑动
72,下行尾32,429,2021-04-29_22-03-59_050,-1,-1,跑动
73,下行尾32,429,2021-04-29_22-03-59_050,-1,-1,跑动
74,下行尾32,429,2021-04-29_22-03-59_062,-1,-1,拖车
75,下行尾32,429,2021-04-29_22-03-59_066,-1,-1,拖车
76,下行尾32,429,2021-04-29_20-32-21_003,-1,-1,跑动
77,下行尾32,429,2021-04-29_21-08-59_103,-1,-1,推婴儿车
78,下行尾32,429,2021-04-29_21-27-18_079,-1,-1,跑动
79,下行尾32,429,2021-04-29_21-08-59_060,-1,-1,推婴儿车
