,district,date,new_video,start_frame,end_frame,anomaly
0,台西换乘楼梯31,429,2021-04-29_18-31-39_8637,-1,-1,逆行
1,台西换乘楼梯31,429,2021-04-29_18-31-39_020,-1,-1,逆行
2,台西换乘楼梯31,429,2021-04-29_18-31-39_021,-1,-1,逆行
3,台西换乘楼梯31,429,2021-04-29_18-31-39_022,-1,-1,逆行
4,台西换乘楼梯31,429,2021-04-29_18-31-39_023,-1,-1,逆行
5,台西换乘楼梯31,429,2021-04-29_18-31-39_024,-1,-1,逆行
6,台西换乘楼梯31,429,2021-04-29_18-31-39_025,-1,-1,逆行
7,台西换乘楼梯31,429,2021-04-29_18-31-39_026,-1,-1,逆行
8,台西换乘楼梯31,429,2021-04-29_18-31-39_027,-1,-1,逆行
9,台西换乘楼梯31,429,2021-04-29_18-31-39_028,-1,-1,逆行
10,台西换乘楼梯31,429,2021-04-29_18-31-39_029,-1,-1,逆行
11,台西换乘楼梯31,429,2021-04-29_18-31-39_030,-1,-1,逆行
12,台西换乘楼梯31,429,2021-04-29_18-31-39_031,-1,-1,逆行
13,台西换乘楼梯31,429,2021-04-29_18-31-39_032,-1,-1,逆行
14,台西换乘楼梯31,429,2021-04-29_18-31-39_033,-1,-1,逆行
15,台西换乘楼梯31,429,2021-04-29_18-31-39_034,-1,-1,逆行
16,台西换乘楼梯31,429,2021-04-29_18-31-39_035,-1,-1,逆行
17,台西换乘楼梯31,429,2021-04-29_18-31-39_036,-1,-1,逆行
18,台西换乘楼梯31,429,2021-04-29_18-31-39_037,-1,-1,逆行
19,台西换乘楼梯31,429,2021-04-29_18-31-39_038,-1,-1,逆行
20,台西换乘楼梯31,429,2021-04-29_18-31-39_039,-1,-1,逆行
21,台西换乘楼梯31,429,2021-04-29_18-31-39_040,-1,-1,逆行
22,台西换乘楼梯31,429,2021-04-29_18-31-39_041,-1,-1,逆行
23,台西换乘楼梯31,429,2021-04-29_18-31-39_042,-1,-1,逆行
24,台西换乘楼梯31,429,2021-04-29_18-31-39_043,-1,-1,逆行
25,台西换乘楼梯31,429,2021-04-29_18-31-39_044,-1,-1,逆行
26,台西换乘楼梯31,429,2021-04-29_18-31-39_045,-1,-1,逆行
27,台西换乘楼梯31,429,2021-04-29_18-31-39_046,-1,-1,逆行
28,台西换乘楼梯31,429,2021-04-29_18-31-39_047,-1,-1,逆行
29,台西换乘楼梯31,429,2021-04-29_18-31-39_048,-1,-1,逆行
30,台西换乘楼梯31,429,2021-04-29_18-31-39_049,-1,-1,逆行
31,台西换乘楼梯31,429,2021-04-29_18-31-39_050,-1,-1,逆行
32,台西换乘楼梯31,429,2021-04-29_18-31-39_051,-1,-1,逆行
33,台西换乘楼梯31,429,2021-04-29_18-31-39_052,-1,-1,逆行
34,台西换乘楼梯31,429,2021-04-29_18-31-39_053,-1,-1,逆行
35,台西换乘楼梯31,429,2021-04-29_18-31-39_054,-1,-1,逆行
36,台西换乘楼梯31,429,2021-04-29_18-31-39_055,-1,-1,逆行
37,台西换乘楼梯31,429,2021-04-29_18-31-39_056,-1,-1,逆行
38,台西换乘楼梯31,429,2021-04-29_18-31-39_057,-1,-1,逆行
39,台西换乘楼梯31,429,2021-04-29_18-31-39_058,-1,-1,逆行
40,台西换乘楼梯31,429,2021-04-29_18-31-39_059,-1,-1,逆行
41,台西换乘楼梯31,429,2021-04-29_18-31-39_060,-1,-1,逆行
42,台西换乘楼梯31,429,2021-04-29_18-31-39_061,-1,-1,逆行
43,台西换乘楼梯31,429,2021-04-29_18-31-39_062,-1,-1,逆行
44,台西换乘楼梯31,429,2021-04-29_18-31-39_063,-1,-1,逆行
45,台西换乘楼梯31,429,2021-04-29_18-31-39_064,-1,-1,逆行
46,台西换乘楼梯31,429,2021-04-29_18-31-39_065,-1,-1,逆行
47,台西换乘楼梯31,429,2021-04-29_18-31-39_066,-1,-1,逆行
48,台西换乘楼梯31,429,2021-04-29_18-31-39_067,-1,-1,逆行
49,台西换乘楼梯31,429,2021-04-29_18-31-39_068,-1,-1,逆行
50,台西换乘楼梯31,429,2021-04-29_18-31-39_069,-1,-1,逆行
51,台西换乘楼梯31,429,2021-04-29_18-31-39_070,-1,-1,逆行
52,台西换乘楼梯31,429,2021-04-29_18-31-39_071,-1,-1,逆行
53,台西换乘楼梯31,429,2021-04-29_18-31-39_072,-1,-1,逆行
54,台西换乘楼梯31,429,2021-04-29_18-31-39_073,-1,-1,逆行
55,台西换乘楼梯31,429,2021-04-29_18-31-39_074,-1,-1,逆行
56,台西换乘楼梯31,429,2021-04-29_18-31-39_075,-1,-1,逆行
57,台西换乘楼梯31,429,2021-04-29_18-31-39_076,-1,-1,逆行
58,台西换乘楼梯31,429,2021-04-29_18-31-39_077,-1,-1,逆行
59,台西换乘楼梯31,429,2021-04-29_18-31-39_078,-1,-1,逆行
60,台西换乘楼梯31,429,2021-04-29_18-31-39_079,-1,-1,逆行
61,台西换乘楼梯31,429,2021-04-29_18-31-39_080,-1,-1,逆行
62,台西换乘楼梯31,429,2021-04-29_18-31-39_081,-1,-1,逆行
63,台西换乘楼梯31,429,2021-04-29_18-31-39_082,-1,-1,逆行
64,台西换乘楼梯31,429,2021-04-29_18-31-39_083,-1,-1,逆行
65,台西换乘楼梯31,429,2021-04-29_18-31-39_084,-1,-1,逆行
66,台西换乘楼梯31,429,2021-04-29_18-31-39_085,-1,-1,逆行
67,台西换乘楼梯31,429,2021-04-29_18-31-39_086,-1,-1,逆行
68,台西换乘楼梯31,429,2021-04-29_18-31-39_087,-1,-1,逆行
69,台西换乘楼梯31,429,2021-04-29_18-31-39_088,-1,-1,逆行
70,台西换乘楼梯31,429,2021-04-29_18-31-39_089,-1,-1,逆行
71,台西换乘楼梯31,429,2021-04-29_18-31-39_090,-1,-1,逆行
